transaction_amount,account_age_days,num_transactions,fraud
109.93428306022466,457.6240317977297,3.6430105390255565,0
97.2347139765763,454.6585891616146,4.389001073892694,0
112.95377076201385,320.4356827369985,3.8052378779097142,0
130.46059712816052,466.99098082985626,5.220836093892239,0
95.31693250553329,573.2829081821745,7.3943570629238256,0
95.3172608610164,372.5767880923205,3.457915685717591,0
131.58425631014782,604.8482651050592,7.001640995536828,0
115.34869458305818,548.7774821084338,3.436655855306225,0
90.61051228130096,426.5766678028962,3.3047455750062316,0
110.8512008717193,485.84703626621524,6.637189236686426,0
90.73164614375075,659.8321807641033,6.843872756015234,0
90.68540492859486,573.3547813505866,6.702819873525309,0
104.83924543132068,500.87836548981477,2.3684051835637177,0
61.73439510684404,476.2316683039016,4.0680980438558985,0
65.50164334973934,507.66090704516597,6.645977184006643,0
88.75424941518054,448.82364420576965,5.083083681127789,0
79.74337759331152,289.52504942809855,2.8526143076050716,0
106.28494665190547,704.2177910534731,5.916635878250883,0
81.83951848957578,515.5324999199402,3.570385482017059,0
71.75392597329417,539.8147265122537,8.589049696784425,0
129.31297537843108,494.2092250123091,8.089682924836517,0
95.4844739902693,426.48831992754117,6.208194852711134,0
101.35056409375848,481.40755190512294,7.722013409539548,0
71.50503627573087,340.0605237805689,5.129582700246762,0
89.11234550949635,727.7086498053304,6.530874988750032,0
102.21845179419732,376.5488001577604,7.95544059060415,0
76.98012845155395,396.80337161528206,5.490997363588625,0
107.51396036691344,455.97407956136,4.489625656971433,0
87.9872262016239,628.8075724852378,1.5907560836457684,0
94.16612500413447,501.45089992626544,4.833732948557012,0
87.96586775541206,376.3864203969538,6.6468463691246225,0
137.04556369017877,625.433836075734,6.891266855135259,0
99.73005550524132,573.1000626785482,6.0087301314368196,0
78.84578142088199,553.8434957216452,3.9174018100755204,0
116.45089824206377,571.5734241170841,1.046356862104819,0
75.58312700057955,739.4361900582451,4.00956980399053,0
104.1772719000951,718.5094895036112,4.391310257892097,0
60.80659752240449,431.32846569967046,4.374142065619972,0
73.43627902203139,662.3884992811152,6.237112713955849,0
103.93722471738246,538.31681897589,8.97135282202968,0
114.76933159990821,549.9095816137749,5.247058403682186,0
103.4273656237994,330.77291683566716,4.5665364216870765,0
97.68703435223519,482.9614234611804,4.481556373991815,0
93.97792608821422,418.71764096634354,5.2487695338154285,0
70.42956019265145,582.8058814893309,3.3434124793032023,0
85.60311583210583,607.1080500402805,5.24039711749211,0
90.78722458080425,292.5513648983689,5.9016246726635995,0
121.1424445243783,497.79651359957296,5.419372127148976,0
106.87236579136923,612.1861504794252,5.915083868009562,0
64.73919689274533,481.3321037686555,5.867495218697071,0
106.4816793878959,572.9063645002365,1.4562066355071126,0
92.29835439167367,535.1165467627084,6.273740316790806,0
86.46155999388083,534.1660231952626,3.6579703086750928,0
112.23352577681736,472.86850219317023,2.808321673992084,0
120.61999044991902,378.34191958642907,2.7910963442900076,0
118.62560238232398,387.84698525749724,5.867083220945059,0
